SEASONCODE,SEASONNAME,STATE,STATENAME,ROCODE,RONAME,DISTRICT,DISTRICTNAME
1,Kharif,36,Telangana,361,Hyderabad,7,Peddapalli
4,Rabi,36,Telangana,361,Hyderabad,7,Peddapalli
1,Kharif,36,Telangana,361,Hyderabad,8,Jayashankar
1,Kharif,36,Telangana,361,Hyderabad,9,Bhadradri
1,Kharif,36,Telangana,361,Hyderabad,10,Mahabubabad
4,Rabi,36,Telangana,361,Hyderabad,10,Mahabubabad
4,Rabi,36,Telangana,361,Hyderabad,11,Warangal Rural
1,Kharif,36,Telangana,361,Hyderabad,11,Warangal Rural
4,Rabi,36,Telangana,361,Hyderabad,12,Hanumakonda
1,Kharif,36,Telangana,361,Hyderabad,12,Hanumakonda
1,Kharif,36,Telangana,361,Hyderabad,13,Karimnagar
4,Rabi,36,Telangana,361,Hyderabad,13,Karimnagar
4,Rabi,36,Telangana,361,Hyderabad,14,Rajanna
1,Kharif,36,Telangana,361,Hyderabad,14,Rajanna
1,Kharif,36,Telangana,361,Hyderabad,15,Kamareddy
4,Rabi,36,Telangana,361,Hyderabad,15,Kamareddy
1,Kharif,36,Telangana,361,Hyderabad,16,Sangareddy
4,Rabi,36,Telangana,361,Hyderabad,17,Medak
1,Kharif,36,Telangana,361,Hyderabad,17,Medak
4,Rabi,36,Telangana,361,Hyderabad,18,Siddipet
1,Kharif,36,Telangana,361,Hyderabad,18,Siddipet
1,Kharif,36,Telangana,361,Hyderabad,19,Jangaon
4,Rabi,36,Telangana,361,Hyderabad,19,Jangaon
4,Rabi,36,Telangana,361,Hyderabad,20,Yadadri
1,Kharif,36,Telangana,361,Hyderabad,20,Yadadri
1,Kharif,36,Telangana,361,Hyderabad,23,Rangareddy
1,Kharif,36,Telangana,361,Hyderabad,24,Vikarabad
1,Kharif,36,Telangana,361,Hyderabad,25,Mahbubnagar
4,Rabi,36,Telangana,361,Hyderabad,25,Mahbubnagar
1,Kharif,36,Telangana,361,Hyderabad,26,Jogulamba
4,Rabi,36,Telangana,361,Hyderabad,26,Jogulamba
4,Rabi,36,Telangana,361,Hyderabad,27,Wanaparthy
1,Kharif,36,Telangana,361,Hyderabad,27,Wanaparthy
1,Kharif,36,Telangana,361,Hyderabad,28,Nagarkurnool
4,Rabi,36,Telangana,361,Hyderabad,28,Nagarkurnool
1,Kharif,36,Telangana,361,Hyderabad,29,Nalgonda
4,Rabi,36,Telangana,361,Hyderabad,29,Nalgonda
4,Rabi,36,Telangana,361,Hyderabad,30,Suryapet
1,Kharif,36,Telangana,361,Hyderabad,30,Suryapet
1,Kharif,36,Telangana,361,Hyderabad,31,Khammam
4,Rabi,36,Telangana,361,Hyderabad,31,Khammam
1,Kharif,36,Telangana,361,Hyderabad,33,Narayanpet
