YEAR,SEASONCODE,SEASONNAME,HSEASONNAME,SAMPLE,SAMPLENAME,HSAMPLENAME,STATE,STATENAME,SHORTSTATE,HSTATENAME,ROCODE,RONAME,HRONAME,SROCODE,SRONAME,HSRONAME,DISTRICT,DISTRICTNAME,HDISTRICTNAME,SELORDER,EXPT,CROPCODE,CROPNAME,HCROPNAME
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,2,111,PADDY_UI,धान-असिंचित
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,1,1,1600,GROUNDNUT,मूँगफली
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,1,2,1600,GROUNDNUT,मूँगफली
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,1,1600,GROUNDNUT,मूँगफली
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,2,1600,GROUNDNUT,मूँगफली
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,1,1,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,1,2,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,1,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,2,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,1,1,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,1,2,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,1,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,1,SRIKAKULAM,श्रीकाकुलम,2,2,1800,BLACKGRAM,उड़द 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,4,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,4,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,5,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,5,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,1,1400,SUGARCANE_PLANT,गन्ना-पौधा
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,2,1400,SUGARCANE_PLANT,गन्ना-पौधा
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,1,1400,SUGARCANE_PLANT,गन्ना-पौधा
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,2,1400,SUGARCANE_PLANT,गन्ना-पौधा
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,1,1400,SUGARCANE_PLANT,गन्ना-पौधा
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,2,1400,SUGARCANE_PLANT,गन्ना-पौधा
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,1,5200,SUGARCANE_RATOON,गन्ना-रातून
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,2,5200,SUGARCANE_RATOON,गन्ना-रातून
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,1,5200,SUGARCANE_RATOON,गन्ना-रातून
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,2,5200,SUGARCANE_RATOON,गन्ना-रातून
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,1,5200,SUGARCANE_RATOON,गन्ना-रातून
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,3,2,5200,SUGARCANE_RATOON,गन्ना-रातून
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,1,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,2,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,1,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,2,5800,Maize,मक्का 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,1,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,1,2,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,1,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,2,VIZIANAGARAM,विजयनगरम,2,2,1800,BLACKGRAM,उड़द 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,1,1100,REDGRAM,अरहर
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,2,1100,REDGRAM,अरहर
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,1,1100,REDGRAM,अरहर
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,2,1100,REDGRAM,अरहर
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,3,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,3,2,112,PADDY_IR,धान-सिंचित
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,1,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,1,2,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,1,1800,BLACKGRAM,उड़द 
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,25,PARVATHIPURAM MANYAM,पार्वतीपुरम मनयम ,2,2,1800,BLACKGRAM,उड़द 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,1,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,2,600,Maize,मक्का 
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,1,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,2,112,PADDY_IR,धान-सिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,1,111,PADDY_UI,धान-असिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,2,111,PADDY_UI,धान-असिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,1,111,PADDY_UI,धान-असिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,2,111,PADDY_UI,धान-असिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,3,1,111,PADDY_UI,धान-असिंचित
2025-26,1,KHARIF,खरीफ,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,3,2,111,PADDY_UI,धान-असिंचित
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,1,212,PADDY_IR,धान-सिंचित
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,1,2,212,PADDY_IR,धान-सिंचित
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,1,212,PADDY_IR,धान-सिंचित
2025-26,4,RABI,रबी,1,CENTRAL,केन्द्रीय,28,Andhra Pradesh,AP,आंध्र प्रदेश ,282,VIJAYAWADA,विजयवाड़ा,2822,VISAKHAPATNAM,विशाखापत्तनम,20,ALLURI SEETHA RAMARAJU,अल्लुरी सीता रामराजु,2,2,212,PADDY_IR,धान-सिंचित
